"date","event","arena","city","result","result_type","ref1","ref1_score","ref2","ref2_score","ref3","ref3_score"
"December 08, 2006","Strikeforce: Triple Threat","HP Pavilion at San Jose","San Jose, California, USA","Thomson def. Phan","Unanimous","Unknown","27NA","Unknown","27NA","Unknown","27NA"
"December 08, 2006","Strikeforce: Triple Threat","HP Pavilion at San Jose","San Jose, California, USA","Carano def. Maxwell","Unanimous","HAMILTON","29 - 28","PEOPLES","29 - 28","Unknown","28NA"
"December 08, 2006","Strikeforce: Triple Threat","HP Pavilion at San Jose","San Jose, California, USA","Southworth def. White","Unanimous","HAMILTON","49 - 46","ROSALES","50 - 45","STELL","50 - 46"
"December 08, 2006","Strikeforce: Triple Threat","HP Pavilion at San Jose","San Jose, California, USA","Graham def. Dimanlig","Unanimous","Unknown","27NA","Unknown","27NA","Unknown","27NA"
"December 08, 2006","Strikeforce: Triple Threat","HP Pavilion at San Jose","San Jose, California, USA","Figueroa def. Barrios","Unanimous","HAMILTON","30 - 27","ROSALES","29 - 28","STELL","29 - 28"
"November 18, 2006","UFC 65: Bad Intentions","ARCO Arena","Sacramento, California, USA","Sylvia def. Monson","Unanimous","BERTRAND","49 - 46","HERNANDEZ","50 - 45","ROCHIN","49 - 46"
"November 18, 2006","UFC 65: Bad Intentions","ARCO Arena","Sacramento, California, USA","O'Brien def. Schockman","Unanimous","HERNANDEZ","30 - 27","ROCHIN","30 - 27","Unknown","27NA"
"November 11, 2006","TUF 4 Finale: The Ultimate Fighter 4 Finale","Hard Rock Hotel and Casino","Las Vegas, Nevada, USA","Serra def. Lytle","Split","GRIFFIN","30 - 27","ROSALES","30 - 27","TROWBRIDGE","27 - 30"
"November 11, 2006","TUF 4 Finale: The Ultimate Fighter 4 Finale","Hard Rock Hotel and Casino","Las Vegas, Nevada, USA","Kampmann def. Leites","Unanimous","BYRD","29 - 27","ROSALES","29 - 28","TROWBRIDGE","29 - 27"
"October 14, 2006","UFC 64: Unstoppable","Mandalay Bay Events Center","Las Vegas, Nevada, USA","Sherk def. Florian","Unanimous","MULLEN","49 - 46","PEOPLES","50 - 45","WEEKS","49 - 46"
"October 14, 2006","UFC 64: Unstoppable","Mandalay Bay Events Center","Las Vegas, Nevada, USA","Fitch def. Hironaka","Unanimous","BELARDO","30 - 25","GRIFFIN","30 - 27","TROWBRIDGE","30 - 27"
"October 14, 2006","UFC 64: Unstoppable","Mandalay Bay Events Center","Las Vegas, Nevada, USA","Marrero def. Kongo","Split","GRIFFIN","29 - 28","HAMILTON","29 - 28","WEEKS","28 - 29"
"October 10, 2006","Ortiz/Shamrock 3: The Final Chapter","Seminole Hard Rock Hotel and Casino","Hollywood, Florida, USA","Hamill def. Petruzelli","Unanimous","MULLEN","30 - 27","ROSS","29 - 28","VANNATTA","29 - 28"
"October 10, 2006","Ortiz/Shamrock 3: The Final Chapter","Seminole Hard Rock Hotel and Casino","Hollywood, Florida, USA","Singer def. Haynes","Unanimous","MULLEN","29 - 28","ROSS","29 - 28","TREMATERRA","29 - 28"
"October 10, 2006","Ortiz/Shamrock 3: The Final Chapter","Seminole Hard Rock Hotel and Casino","Hollywood, Florida, USA","Alves def. Alessio","Unanimous","PERNICK","30 - 27","ROSS","30 - 27","VANNATTA","30 - 27"
"September 23, 2006","UFC 63: Hughes vs Penn","Arrowhead Pond of Anaheim","Anaheim, California, USA","Swick def. Loiseau","Unanimous","BERTRAND","29 - 28","HAMILTON","29 - 28","ROCHIN","29 - 28"
"September 23, 2006","UFC 63: Hughes vs Penn","Arrowhead Pond of Anaheim","Anaheim, California, USA","Huerta def. Dent","Unanimous","BERTRAND","30 - 27","ROCHIN","30 - 27","Unknown","27NA"
"September 23, 2006","UFC 63: Hughes vs Penn","Arrowhead Pond of Anaheim","Anaheim, California, USA","Gurgel def. Abbadi","Unanimous","HAMILTON","29 - 28","PEOPLES","29 - 28","ROCHIN","29 - 28"
"August 26, 2006","UFC 62: Liddell vs Sobral","Mandalay Bay Events Center","Las Vegas, Nevada, USA","Griffin def. Bonnar","Unanimous","HAMILTON","30 - 27","PEOPLES","30 - 27","TROWBRIDGE","30 - 27"
"August 26, 2006","UFC 62: Liddell vs Sobral","Mandalay Bay Events Center","Las Vegas, Nevada, USA","Okami def. Belcher","Unanimous","BYRD","29 - 28","GRIFFIN","30 - 27","PEOPLES","30 - 27"
"August 17, 2006","UFN 6: UFC Fight Night 6","Red Rock Resort Spa and Casino","Las Vegas, Nevada, USA","Sanchez def. Parisyan","Unanimous","HAMILTON","29 - 28","ROSALES","29 - 28","TROWBRIDGE","30 - 26"
"August 17, 2006","UFN 6: UFC Fight Night 6","Red Rock Resort Spa and Casino","Las Vegas, Nevada, USA","Lister def. Sasaki","Unanimous","BELARDO","30 - 27","HAMILTON","30 - 27","ROSALES","30 - 27"
"August 17, 2006","UFN 6: UFC Fight Night 6","Red Rock Resort Spa and Casino","Las Vegas, Nevada, USA","Petz def. Morgan","Unanimous","BYRD","30 - 27","HAMILTON","30 - 26","ROSALES","30 - 23"
"July 08, 2006","UFC 61: Bitter Rivals","Mandalay Bay Events Center","Las Vegas, Nevada, USA","Sylvia def. Arlovski","Unanimous","HAGEN","49 - 46","HAMILTON","48 - 47","TROWBRIDGE","48 - 47"
"July 08, 2006","UFC 61: Bitter Rivals","Mandalay Bay Events Center","Las Vegas, Nevada, USA","Burkman def. Neer","Unanimous","BELARDO","29 - 28","LEE","30 - 27","WEEKS","29 - 28"
"July 08, 2006","UFC 61: Bitter Rivals","Mandalay Bay Events Center","Las Vegas, Nevada, USA","Mir def. Christison","Unanimous","BELARDO","29 - 28","BYRD","29 - 28","TROWBRIDGE","29 - 28"
"June 28, 2006","UFN 5: Ultimate Fight Night 5","Hard Rock Hotel and Casino","Las Vegas, Nevada, USA","Goulet def. Cummo","Majority","HAGEN","30 - 27","PORRATA","29 - 29","TROWBRIDGE","30 - 27"
"June 28, 2006","UFN 5: Ultimate Fight Night 5","Hard Rock Hotel and Casino","Las Vegas, Nevada, USA","Evans def. Bonnar","Majority","HAMILTON","30 - 27","PEOPLES","29 - 28","SHIRLEY","29 - 29"
"June 28, 2006","UFN 5: Ultimate Fight Night 5","Hard Rock Hotel and Casino","Las Vegas, Nevada, USA","Hominick def. Gurgel","Unanimous","BYRD","29 - 28","HAGEN","29 - 28","TROWBRIDGE","29 - 28"
"June 28, 2006","UFN 5: Ultimate Fight Night 5","Hard Rock Hotel and Casino","Las Vegas, Nevada, USA","Koscheck def. Menne","Unanimous","HAMILTON","30 - 27","PORRATA","29 - 28","SHIRLEY","30 - 27"
"June 24, 2006","TUF 3 Finale: The Ultimate Fighter 3 Finale","Hard Rock Hotel and Casino","Las Vegas, Nevada, USA","Grove def. Herman","Unanimous","GRIFFIN","29 - 28","MULLEN","29 - 28","ROSALES","29 - 28"
"June 24, 2006","TUF 3 Finale: The Ultimate Fighter 3 Finale","Hard Rock Hotel and Casino","Las Vegas, Nevada, USA","Jardine def. Gouveia","Unanimous","GRIFFIN","29 - 28","HAMILTON","29 - 28","TROWBRIDGE","29 - 28"
"June 09, 2006","Strikeforce: Revenge","HP Pavilion at San Jose","San Jose, California, USA","Overeem def. Belfort","Unanimous","MORROW","29 - 28","STELL","29 - 28","THOMAS-GITLIN","30 - 27"
"June 09, 2006","Strikeforce: Revenge","HP Pavilion at San Jose","San Jose, California, USA","Melendez def. Guida","Split","MORROW","50 - 45","SCHORLE","46 - 48","THOMAS-GITLIN","50 - 45"
"May 27, 2006","UFC 60: Hughes vs Gracie","Staples Center","Los Angeles, California, USA","Sanchez def. Alessio","Unanimous","BERTRAND","30 - 27","PEOPLES","29 - 28","ROCHIN","29 - 28"
"April 15, 2006","UFC 59: Reality Check","Arrowhead Pond of Anaheim","Anaheim, California, USA","Sherk def. Diaz","Unanimous","BELARDO","30 - 27","PEOPLES","30 - 27","ROCHIN","30 - 27"
"April 15, 2006","UFC 59: Reality Check","Arrowhead Pond of Anaheim","Anaheim, California, USA","Ortiz def. Griffin","Split","BELARDO","30 - 27","HERNANDEZ","28 - 29","PEOPLES","29 - 27"
"April 15, 2006","UFC 59: Reality Check","Arrowhead Pond of Anaheim","Anaheim, California, USA","Monson def. Cruz","Split","BELARDO","30 - 27","HERNANDEZ","29 - 28","ROCHIN","28 - 29"
"April 08, 2006","Boxing: Mayweather vs. Judah","Thomas & Mack Center","Las Vegas, Nevada, USA","Mayweather def. Judah","Unanimous","HAMADA","119 - 109","MORETTI","116 - 112","ROTH","117 - 111"
"April 06, 2006","UFN 4: Ultimate Fight Night 4","Hard Rock Hotel and Casino","Las Vegas, Nevada, USA","Bonnar def. Jardine","Unanimous","BELARDO","29 - 28","HAMILTON","29 - 28","PEOPLES","29 - 28"
"April 06, 2006","UFN 4: Ultimate Fight Night 4","Hard Rock Hotel and Casino","Las Vegas, Nevada, USA","Evans def. Hoger","Split","PORRATA","28 - 29","ROSALES","30 - 27","TROWBRIDGE","29 - 28"
"April 06, 2006","UFN 4: Ultimate Fight Night 4","Hard Rock Hotel and Casino","Las Vegas, Nevada, USA","Neer def. Stevenson","Unanimous","BELARDO","29 - 28","HAGEN","29 - 28","HAMILTON","29 - 28"
"April 06, 2006","UFN 4: Ultimate Fight Night 4","Hard Rock Hotel and Casino","Las Vegas, Nevada, USA","Leben def. Fioravanti","Unanimous","PEOPLES","30 - 27","PORRATA","30 - 27","ROSALES","30 - 27"
"April 06, 2006","UFN 4: Ultimate Fight Night 4","Hard Rock Hotel and Casino","Las Vegas, Nevada, USA","Cummo def. Von Flue","Unanimous","BELARDO","30 - 27","HAGEN","30 - 26","TROWBRIDGE","30 - 27"
"April 06, 2006","UFN 4: Ultimate Fight Night 4","Hard Rock Hotel and Casino","Las Vegas, Nevada, USA","Sonnen def. Prangley","Unanimous","HAMILTON","30 - 27","PEOPLES","30 - 27","ROSALES","30 - 27"
"March 10, 2006","Strikeforce: Shamrock vs. Gracie","HP Pavilion at San Jose","San Jose, California, USA","Guida def. Thomson","Unanimous","HERNANDEZ","49 - 46","MCKNIGHT","49 - 45","ROCHIN","49 - 45"
"March 10, 2006","Strikeforce: Shamrock vs. Gracie","HP Pavilion at San Jose","San Jose, California, USA","Jackson def. Ortiz","Unanimous","Unknown","28NA","Unknown","28NA","Unknown","28NA"
"March 10, 2006","Strikeforce: Shamrock vs. Gracie","HP Pavilion at San Jose","San Jose, California, USA","Ebersole def. Horwich","Unanimous","BELARDO","30 - 27","HERNANDEZ","29 - 28","ROCHIN","30 - 27"
"March 04, 2006","UFC 58: USA vs Canada","Mandalay Bay Events Center","Las Vegas, Nevada, USA","Franklin def. Loiseau","Unanimous","HAMILTON","50 - 43","MULLEN","50 - 43","SHIRLEY","50 - 42"
"March 04, 2006","UFC 58: USA vs Canada","Mandalay Bay Events Center","Las Vegas, Nevada, USA","St-Pierre def. Penn","Split","HAMILTON","29 - 28","PEOPLES","28 - 29","ROSALES","29 - 28"
"March 04, 2006","UFC 58: USA vs Canada","Mandalay Bay Events Center","Las Vegas, Nevada, USA","Marquardt def. Doerksen","Unanimous","GRIFFIN","30 - 27","ROSALES","30 - 27","TROWBRIDGE","30 - 27"
"March 04, 2006","UFC 58: USA vs Canada","Mandalay Bay Events Center","Las Vegas, Nevada, USA","Stout def. Fisher","Split","GRIFFIN","29 - 28","PEOPLES","29 - 28","TROWBRIDGE","28 - 29"
"February 04, 2006","UFC 57: Liddell vs Couture 3","Mandalay Bay Events Center","Las Vegas, Nevada, USA","Riggs def. Diaz","Unanimous","BELARDO","29 - 28","TROWBRIDGE","29 - 28","WEEKS","30 - 27"
"February 04, 2006","UFC 57: Liddell vs Couture 3","Mandalay Bay Events Center","Las Vegas, Nevada, USA","Sakara def. Sinosic","Unanimous","BELARDO","29 - 25","MULLEN","29 - 26","PEOPLES","29 - 26"
"February 04, 2006","UFC 57: Liddell vs Couture 3","Mandalay Bay Events Center","Las Vegas, Nevada, USA","Jardine def. Whitehead","Unanimous","HAMILTON","29 - 28","PEOPLES","29 - 28","SHIRLEY","29 - 28"
"January 16, 2006","UFN 3: Ultimate Fight Night 3","Hard Rock Hotel and Casino","Las Vegas, Nevada, USA","Sylvia def. Silva","Unanimous","BYRD","30 - 27","PEOPLES","30 - 27","SHIRLEY","29 - 28"
"December 29, 2007","UFC 79: Nemesis","Mandalay Bay Events Center","Las Vegas, Nevada, USA","Liddell def. Silva","Unanimous","BYRD","30 - 27","HAGEN","30 - 27","WEEKS","29 - 28"
"December 29, 2007","UFC 79: Nemesis","Mandalay Bay Events Center","Las Vegas, Nevada, USA","Lister def. Radev","Unanimous","BYRD","30 - 27","HAGEN","30 - 27","MORSE JARMAN","30 - 27"
"December 29, 2007","UFC 79: Nemesis","Mandalay Bay Events Center","Las Vegas, Nevada, USA","Bocek def. Evans","Unanimous","BYRD","29 - 28","MULLEN","29 - 28","TROWBRIDGE","29 - 28"
"December 12, 2007","WEC 31: Faber vs. Curran","Hard Rock Hotel and Casino","Las Vegas, Nevada, USA","Alessio def. Moore","Unanimous","BYRD","30 - 27","LEFKOWITZ","30 - 27","TROWBRIDGE","30 - 27"
"December 12, 2007","WEC 31: Faber vs. Curran","Hard Rock Hotel and Casino","Las Vegas, Nevada, USA","Baker def. Schambari","Split","COLLINS","30 - 27","MORSE JARMAN","28 - 29","WEEKS","29 - 28"
"December 08, 2007","TUF 6 Finale: The Ultimate Fighter 6 Finale","Palms Casino Resort","Las Vegas, Nevada, USA","Saunders def. Barrera","Unanimous","D'AMATO","30 - 27","LEFKOWITZ","29 - 28","WEEKS","30 - 27"
"November 17, 2007","UFC 78: Validation","Prudential Center","Newark, New Jersey, USA","Evans def. Bisping","Split","BITTENCOURT","28 - 29","COLÓN","29 - 28","CROSBY","29 - 28"
"November 17, 2007","UFC 78: Validation","Prudential Center","Newark, New Jersey, USA","Parisyan def. Chonan","Unanimous","BITTENCOURT","30 - 27","COLÓN","30 - 27","CROSBY","30 - 27"
"November 17, 2007","UFC 78: Validation","Prudential Center","Newark, New Jersey, USA","Edgar def. Fisher","Unanimous","BITTENCOURT","30 - 27","COLÓN","30 - 27","CROSBY","30 - 26"
"November 16, 2007","Strikeforce: Four Men Enter, One Man Survives","HP Pavilion at San Jose","San Jose, California, USA","Davis def. Schwartz","Unanimous","HAMILTON","29 - 28","PEOPLES","29 - 28","ROSALES","29 - 28"
"November 16, 2007","Strikeforce: Four Men Enter, One Man Survives","HP Pavilion at San Jose","San Jose, California, USA","Prangley def. Vitale","Referee","HAMILTON","19 - 19","PEOPLES","19 - 19","STELL","18 - 20"
"November 16, 2007","Strikeforce: Four Men Enter, One Man Survives","HP Pavilion at San Jose","San Jose, California, USA","Figueroa def. Sabala","Split","Unknown","27NA","Unknown","28NA","Unknown","29NA"
"November 16, 2007","Strikeforce: Four Men Enter, One Man Survives","HP Pavilion at San Jose","San Jose, California, USA","Crispim def. Coronel","Unanimous","Unknown","28NA","Unknown","28NA","Unknown","27NA"
"October 20, 2007","UFC 77: Hostile Territory","U.S. Bank Arena","Cincinnati, Ohio, USA","Sylvia def. Vera","Unanimous","BARRY","29 - 27","CROSBY","29 - 28","MULLEN","29 - 28"
"October 20, 2007","UFC 77: Hostile Territory","U.S. Bank Arena","Cincinnati, Ohio, USA","Robinson def. Gurgel","Unanimous","HAMILTON","29 - 27","KLOOCK","29 - 28","MULLEN","29 - 27"
"October 20, 2007","UFC 77: Hostile Territory","U.S. Bank Arena","Cincinnati, Ohio, USA","Okami def. MacDonald","Unanimous","BARRY","30 - 27","HAMILTON","30 - 27","MULLEN","30 - 27"
"October 20, 2007","UFC 77: Hostile Territory","U.S. Bank Arena","Cincinnati, Ohio, USA","Burkman def. Petz","Split","Unknown","29NA","Unknown","28NA","Unknown","28NA"
"October 20, 2007","UFC 77: Hostile Territory","U.S. Bank Arena","Cincinnati, Ohio, USA","Grice def. Black","Split","HAMILTON","29 - 28","KLOOCK","28 - 29","MULLEN","29 - 28"
"September 29, 2007","Strikeforce: Playboy Mansion","The Playboy Mansion","Los Angeles, California, USA","Melendez def. Kato","Unanimous","BELARDO","30 - 27","COBIAN","30 - 27","PEOPLES","30 - 27"
"September 29, 2007","Strikeforce: Playboy Mansion","The Playboy Mansion","Los Angeles, California, USA","Evangelista def. Coronel","Split","BELARDO","30 - 27","COBIAN","29 - 28","PEOPLES","28 - 29"
"September 29, 2007","Strikeforce: Playboy Mansion","The Playboy Mansion","Los Angeles, California, USA","Puder def. Dalton","Unanimous","BELARDO","30 - 27","COBIAN","30 - 27","ROSALES","30 - 27"
"September 29, 2007","Strikeforce: Playboy Mansion","The Playboy Mansion","Los Angeles, California, USA","Cooper def. Smith","Unanimous","BELARDO","29 - 28","COBIAN","29 - 27","HAMILTON","29 - 28"
"September 22, 2007","UFC 76: Knockout","Honda Center","Anaheim, California, USA","Jardine def. Liddell","Split","BERTRAND","29 - 28","PEOPLES","29 - 28","ROSALES","28 - 29"
"September 22, 2007","UFC 76: Knockout","Honda Center","Anaheim, California, USA","Fitch def. Sanchez","Split","BERTRAND","29 - 28","PEOPLES","30 - 27","ROSALES","28 - 29"
"September 22, 2007","UFC 76: Knockout","Honda Center","Anaheim, California, USA","Machida def. Nakamura","Unanimous","BERTRAND","30 - 27","PEOPLES","30 - 27","ROSALES","30 - 27"
"September 22, 2007","UFC 76: Knockout","Honda Center","Anaheim, California, USA","Griffin def. Tavares","Unanimous","BERTRAND","29 - 28","PEOPLES","30 - 27","ROSALES","29 - 28"
"September 22, 2007","UFC 76: Knockout","Honda Center","Anaheim, California, USA","Stephens def. Saraiva","Unanimous","BERTRAND","30 - 27","PEOPLES","30 - 27","Unknown","27NA"
"September 22, 2007","UFC 76: Knockout","Honda Center","Anaheim, California, USA","Wiman def. Omigawa","Unanimous","BERTRAND","29 - 28","Unknown","27NA","Unknown","28NA"
"September 19, 2007","UFN 11: UFC Fight Night 11","Palms Casino Resort","Las Vegas, Nevada, USA","Miller def. Garcia","Unanimous","LEFKOWITZ","29 - 28","ROSALES","30 - 27","TROWBRIDGE","30 - 27"
"September 08, 2007","UFC 75: Champion vs. Champion","The O2 Arena","London, England","Jackson def. Henderson","Unanimous","CROSBY","48 - 47","PEOPLES","49 - 46","ROBERTS","49 - 46"
"September 08, 2007","UFC 75: Champion vs. Champion","The O2 Arena","London, England","Bisping def. Hamill","Split","MULLEN","29 - 28","PEOPLES","29 - 28","WATTS","27 - 30"
"September 08, 2007","UFC 75: Champion vs. Champion","The O2 Arena","London, England","Kongo def. Filipovic","Unanimous","MULLEN","29 - 28","PEOPLES","29 - 28","ROBERTS","29 - 28"
"September 08, 2007","UFC 75: Champion vs. Champion","The O2 Arena","London, England","Tibau def. Etim","Unanimous","CROSBY","30 - 27","MULLEN","30 - 27","ROBERTS","30 - 27"
"September 05, 2007","WEC 30: McCullough vs. Crunkilton","Hard Rock Hotel and Casino","Las Vegas, Nevada, USA","Beebe def. Yahya","Unanimous","BELARDO","49 - 46","LEE","49 - 45","PEOPLES","49 - 46"
"September 05, 2007","WEC 30: McCullough vs. Crunkilton","Hard Rock Hotel and Casino","Las Vegas, Nevada, USA","Alessio def. Brito","Unanimous","BELARDO","30 - 27","MORSE JARMAN","30 - 27","PEOPLES","30 - 27"
"August 25, 2007","UFC 74: Respect","Mandalay Bay Events Center","Las Vegas, Nevada, USA","St-Pierre def. Koscheck","Unanimous","BYRD","29 - 28","COLLINS","29 - 28","TROWBRIDGE","30 - 27"
"August 25, 2007","UFC 74: Respect","Mandalay Bay Events Center","Las Vegas, Nevada, USA","Stevenson def. Pellegrino","Unanimous","CROSBY","30 - 27","LEBELL","30 - 27","PEOPLES","29 - 28"
"August 25, 2007","UFC 74: Respect","Mandalay Bay Events Center","Las Vegas, Nevada, USA","Guida def. Aurélio","Split","BYRD","28 - 29","COLLINS","30 - 27","MORSE JARMAN","30 - 27"
"August 05, 2007","WEC 29: Condit vs. Larson","Hard Rock Hotel and Casino","Las Vegas, Nevada, USA","Curran def. Ledbetter","Unanimous","GRIFFIN","30 - 27","LEFKOWITZ","29 - 28","WEEKS","29 - 28"
"August 05, 2007","WEC 29: Condit vs. Larson","Hard Rock Hotel and Casino","Las Vegas, Nevada, USA","Banuelos def. Robbins","Unanimous","BYRD","30 - 27","GRIFFIN","30 - 27","LEFKOWITZ","30 - 26"
"August 05, 2007","WEC 29: Condit vs. Larson","Hard Rock Hotel and Casino","Las Vegas, Nevada, USA","Schambari def. Clark","Unanimous","MORSE JARMAN","29 - 28","SILBERT","29 - 28","TROWBRIDGE","29 - 28"
"July 07, 2007","UFC 73: Stacked","ARCO Arena","Sacramento, California, USA","Evans drew with Ortiz","Unanimous","BERTRAND","28 - 28","HAMILTON","28 - 28","PEOPLES","28 - 28"
"July 07, 2007","UFC 73: Stacked","ARCO Arena","Sacramento, California, USA","Sherk def. Franca","Unanimous","BERTRAND","50 - 45","HAMILTON","50 - 45","PEOPLES","49 - 46"
"July 07, 2007","UFC 73: Stacked","ARCO Arena","Sacramento, California, USA","Nogueira def. Herring","Unanimous","HAMILTON","29 - 28","PEOPLES","29 - 28","ROCHIN","29 - 28"
"July 07, 2007","UFC 73: Stacked","ARCO Arena","Sacramento, California, USA","Gurgel def. Saraiva","Unanimous","BERTRAND","30 - 27","HAMILTON","30 - 27","ROCHIN","30 - 27"
"June 22, 2007","Strikeforce: Shamrock vs. Baroni","HP Pavilion at San Jose","San Jose, California, USA","Pyle def. Wetherspoon","Unanimous","BERTRAND","29 - 27","HAMILTON","30 - 27","ROSALES","30 - 27"
"June 22, 2007","Strikeforce: Shamrock vs. Baroni","HP Pavilion at San Jose","San Jose, California, USA","Cariaso def. Figueroa","Unanimous","HAMILTON","30 - 27","PEOPLES","30 - 27","ROSALES","29 - 28"
"June 16, 2007","UFC 72: Victory","The Odyssey","Belfast, Northern Ireland","Franklin def. Okami","Unanimous","CROSBY","29 - 28","MULLEN","29 - 28","ROBERTS","29 - 28"
