player,year,greens,holes,cut
Tom Kim,2023,183,354,Other
Tom Kim,2023,681,845,Fairway
Tom Kim,2023,29,53,Bunker
Tommy Fleetwood,2023,158,330,Other
Tommy Fleetwood,2023,490,633,Fairway
Tommy Fleetwood,2023,28,61,Bunker
Tony Finau,2023,191,393,Other
Tony Finau,2023,583,709,Fairway
Tony Finau,2023,38,66,Bunker
Trevor Cone,2023,304,494,Other
Trevor Cone,2023,501,613,Fairway
Trevor Cone,2023,19,36,Bunker
Trevor Werbylo,2023,287,510,Other
Trevor Werbylo,2023,438,591,Fairway
Trevor Werbylo,2023,23,48,Bunker
Trey Mullinax,2023,232,450,Other
Trey Mullinax,2023,389,485,Fairway
Trey Mullinax,2023,19,57,Bunker
Troy Merritt,2023,188,367,Other
Troy Merritt,2023,634,842,Fairway
Troy Merritt,2023,35,70,Bunker
Tyler Duncan,2023,205,372,Other
Tyler Duncan,2023,707,886,Fairway
Tyler Duncan,2023,27,56,Bunker
Tyrrell Hatton,2023,195,371,Other
Tyrrell Hatton,2023,493,644,Fairway
Tyrrell Hatton,2023,43,69,Bunker
Tyson Alexander,2023,282,547,Other
Tyson Alexander,2023,523,702,Fairway
Tyson Alexander,2023,43,68,Bunker
Viktor Hovland,2023,212,388,Other
Viktor Hovland,2023,618,779,Fairway
Viktor Hovland,2023,16,56,Bunker
Vincent Norrman,2023,238,447,Other
Vincent Norrman,2023,558,682,Fairway
Vincent Norrman,2023,27,50,Bunker
Webb Simpson,2023,121,237,Other
Webb Simpson,2023,369,493,Fairway
Webb Simpson,2023,27,63,Bunker
Wesley Bryan,2023,158,290,Other
Wesley Bryan,2023,288,361,Fairway
Wesley Bryan,2023,11,18,Bunker
Will Gordon,2023,315,539,Other
Will Gordon,2023,771,947,Fairway
Will Gordon,2023,22,52,Bunker
William McGirt,2023,112,235,Other
William McGirt,2023,381,487,Fairway
William McGirt,2023,6,19,Bunker
Wyndham Clark,2023,319,571,Other
Wyndham Clark,2023,620,771,Fairway
Wyndham Clark,2023,30,62,Bunker
Xander Schauffele,2023,202,410,Other
Xander Schauffele,2023,523,643,Fairway
Xander Schauffele,2023,43,66,Bunker
Zac Blair,2023,152,314,Other
Zac Blair,2023,564,735,Fairway
Zac Blair,2023,9,30,Bunker
Zach Johnson,2023,148,277,Other
Zach Johnson,2023,476,623,Fairway
Zach Johnson,2023,21,46,Bunker
Zecheng Dou,2023,288,550,Other
Zecheng Dou,2023,603,734,Fairway
Zecheng Dou,2023,33,63,Bunker
